,lat,lon,date_piqure_saisie,sex_pique,nbr_tique,environnement,raison_presence,departement,year,month,week,day,moisannee
589,47.949589,6.776566,2017-11-03,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2017,11,44,3,2017-11
590,49.09716,7.1955385,2017-11-04,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2017,11,44,4,2017-11
591,48.725517,7.72279,2017-11-08,Femme,1,,Lieu de r̩sidence,Bas-Rhin,2017,11,45,8,2017-11
592,48.75409272,6.33124924,2017-11-13,Homme,1,For̻t,Activit̩ professionnelle,Meurthe-et-Moselle,2017,11,46,13,2017-11
593,47.907042,7.252841,2017-12-02,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,12,48,2,2017-12
594,49.094553,6.894856,2018-01-20,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,1,3,20,2018-01
595,48.68847,6.194601,2018-01-21,,1,Autre,Lieu de r̩sidence,Meurthe-et-Moselle,2018,1,3,21,2018-01
596,48.6268045,6.03652275,2018-01-24,Homme,1,,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,1,4,24,2018-01
597,48.75151792,6.33820152,2018-03-05,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,3,10,5,2018-03
598,48.33534,6.021163,2018-03-10,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Vosges,2018,3,10,10,2018-03
599,48.63574,6.038695,2018-03-11,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,3,10,11,2018-03
600,48.567351,7.768049,2018-03-11,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,3,10,11,2018-03
601,49.178758,6.106493,2018-03-15,Femme,0,Autre,Lieu de r̩sidence,Moselle,2018,3,11,15,2018-03
602,48.054764,7.393914,2018-03-17,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,3,11,17,2018-03
603,48.10607,7.2811437,2018-03-18,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,3,11,18,2018-03
604,49.13404,4.366239,2018-03-21,Femme,1,Parc urbain,Lieu de r̩sidence,Marne,2018,3,12,21,2018-03
605,48.90582,5.382555,2018-03-25,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,3,12,25,2018-03
606,47.49053,7.481483,2018-03-26,Homme,1,Jardin priv̩,,Haut-Rhin,2018,3,13,26,2018-03
607,48.226715,6.1316013,2018-03-27,Homme,1,For̻t,Activit̩ professionnelle,Vosges,2018,3,13,27,2018-03
608,48.689649,6.227708,2018-03-28,Homme,1,For̻t,Sortie scolaire,Meurthe-et-Moselle,2018,3,13,28,2018-03
609,48.00064,6.858878,2018-03-30,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,3,13,30,2018-03
610,48.443482,7.687887,2018-03-31,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,3,13,31,2018-03
611,48.305191,7.382652,2018-04-01,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,13,1,2018-04
612,48.7368,6.148754,2018-04-02,Homme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,2,2018-04
613,49.194097,5.906132,2018-04-02,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,14,2,2018-04
614,48.73800869,6.14769495,2018-04-02,Homme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,2,2018-04
615,48.50373,7.42862,2018-04-02,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,14,2,2018-04
616,48.697186,7.3672385,2018-04-02,Femme,1,For̻t,,Bas-Rhin,2018,4,14,2,2018-04
617,48.500036,6.008464,2018-04-03,Homme,1,Prairie,Activit̩ professionnelle,Meurthe-et-Moselle,2018,4,14,3,2018-04
618,48.737957,6.1474347,2018-04-03,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,3,2018-04
619,48.626625,6.11368,2018-04-05,,1,Autre,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,5,2018-04
620,48.78079492,5.60566317,2018-04-05,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meuse,2018,4,14,5,2018-04
621,48.022762,7.444082,2018-04-05,Femme,1,Jardin priv̩,Lieu de r̩sidence,Haut-Rhin,2018,4,14,5,2018-04
622,48.9346,5.992295,2018-04-05,Homme,0,For̻t,Activit̩ professionnelle,Meurthe-et-Moselle,2018,4,14,5,2018-04
623,49.09988959,6.77375793,2018-04-06,Homme,1,For̻t,Activit̩ professionnelle,Moselle,2018,4,14,6,2018-04
624,47.688853,7.506545,2018-04-07,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,14,7,2018-04
625,48.737892,6.1477194,2018-04-07,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,7,2018-04
626,48.026149,7.080592,2018-04-07,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haut-Rhin,2018,4,14,7,2018-04
627,48.026326,7.08062,2018-04-07,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haut-Rhin,2018,4,14,7,2018-04
628,48.50861,7.269625,2018-04-08,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,14,8,2018-04
629,48.642864,4.960173,2018-04-08,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haute-Marne,2018,4,14,8,2018-04
630,49.23934266,6.12817383,2018-04-08,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,14,8,2018-04
631,48.626686,6.1136346,2018-04-08,,1,Autre,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,8,2018-04
632,47.679334,7.45549,2018-04-08,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,14,8,2018-04
633,49.095078,6.1922417,2018-04-08,Homme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,4,14,8,2018-04
634,49.13929,6.079123,2018-04-08,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,14,8,2018-04
635,48.633812,7.180441,2018-04-08,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,14,8,2018-04
636,48.592382,6.858038,2018-04-08,Homme,1,Prairie,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,8,2018-04
637,48.82805465,6.33441642,2018-04-08,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Moselle,2018,4,14,8,2018-04
638,48.394665,7.4075813,2018-04-08,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Bas-Rhin,2018,4,14,8,2018-04
639,48.62663,6.1137147,2018-04-08,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,14,8,2018-04
640,49.380944,5.185907,2018-04-08,Femme,0,Autre,Randonn̩e; promenade; pique-nique,Meuse,2018,4,14,8,2018-04
641,48.62656,6.1133585,2018-04-08,Homme,4,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,14,8,2018-04
642,48.23833,7.18444,2018-04-09,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haut-Rhin,2018,4,15,9,2018-04
643,49.380893,5.185986,2018-04-09,Femme,0,Autre,Randonn̩e; promenade; pique-nique,Meuse,2018,4,15,9,2018-04
644,48.341365,7.358788,2018-04-09,Homme,1,Prairie,Lieu de r̩sidence,Bas-Rhin,2018,4,15,9,2018-04
645,48.63189,6.1292534,2018-04-09,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,9,2018-04
646,48.637814,5.024723,2018-04-09,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meuse,2018,4,15,9,2018-04
647,48.95383,5.945578,2018-04-10,Homme,0,For̻t,Activit̩ professionnelle,Meurthe-et-Moselle,2018,4,15,10,2018-04
648,48.43620028,7.15684683,2018-04-10,Femme,1,For̻t,Activit̩ professionnelle,Bas-Rhin,2018,4,15,10,2018-04
649,49.42074259,6.37656784,2018-04-11,Femme,1,Prairie,Activit̩ professionnelle,Moselle,2018,4,15,11,2018-04
650,48.86648,6.1044574,2018-04-11,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,11,2018-04
651,49.18717093,6.10249569,2018-04-12,Homme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,4,15,12,2018-04
652,48.737923,6.147857,2018-04-12,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,15,12,2018-04
653,48.748913,6.1934185,2018-04-12,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,15,12,2018-04
654,47.563515,7.5233574,2018-04-13,Femme,1,Jardin priv̩,Lieu de r̩sidence,Haut-Rhin,2018,4,15,13,2018-04
655,48.626682,6.113433,2018-04-13,Homme,1,Autre,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,13,2018-04
656,48.674927,6.150407,2018-04-13,Femme,1,Jardin priv̩,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,13,2018-04
657,49.262354,6.093116,2018-04-13,Femme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,4,15,13,2018-04
658,49.17834,7.014529,2018-04-14,Homme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,4,15,14,2018-04
659,48.66128,6.1460533,2018-04-14,Homme,1,Parc urbain,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,14,2018-04
660,48.024647,6.792271,2018-04-14,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,15,14,2018-04
661,47.942562,7.155492,2018-04-15,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haut-Rhin,2018,4,15,15,2018-04
662,49.007853,7.86005,2018-04-15,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,15,15,2018-04
663,49.262304,6.093107,2018-04-15,Femme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,4,15,15,2018-04
664,48.403088,5.9355183,2018-04-15,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,15,2018-04
665,48.71201646,7.25959396,2018-04-15,Femme,1,Parc urbain,,Moselle,2018,4,15,15,2018-04
666,48.024822,6.7928314,2018-04-15,Femme,4,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,15,15,2018-04
667,48.6211,6.0643673,2018-04-15,Homme,2,Autre,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,15,15,2018-04
668,48.685745,6.162379,2018-04-16,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,16,2018-04
669,48.886303,6.020325,2018-04-17,Homme,1,For̻t,Activit̩ professionnelle,Meurthe-et-Moselle,2018,4,16,17,2018-04
670,48.643051,4.926983,2018-04-17,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haute-Marne,2018,4,16,17,2018-04
671,48.6729,7.0683846,2018-04-17,Homme,1,For̻t,Activit̩ professionnelle,Moselle,2018,4,16,17,2018-04
672,47.65604,7.2803392,2018-04-17,Homme,1,Jardin priv̩,Lieu de r̩sidence,Haut-Rhin,2018,4,16,17,2018-04
673,48.014095,6.714054,2018-04-17,Homme,1,Jardin priv̩,Lieu de r̩sidence,Vosges,2018,4,16,17,2018-04
674,48.0633506493781,4.29719924926762,2018-04-17,Homme,1,For̻t,Activit̩ professionnelle,Aube,2018,4,16,17,2018-04
675,48.712726,6.192132,2018-04-17,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,17,2018-04
676,48.2443,7.1807623,2018-04-17,Femme,1,For̻t,Sortie scolaire,Haut-Rhin,2018,4,16,17,2018-04
677,49.39237133,6.36669731,2018-04-17,Homme,1,For̻t,Activit̩ professionnelle,Moselle,2018,4,16,17,2018-04
678,48.052444,6.575989,2018-04-18,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,16,18,2018-04
679,49.17835,7.0145416,2018-04-18,Homme,1,Jardin priv̩,,Moselle,2018,4,16,18,2018-04
680,48.67144,6.1482353,2018-04-18,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,18,2018-04
681,47.818944,7.228753,2018-04-18,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,16,18,2018-04
682,48.276943,7.3797874,2018-04-18,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,16,18,2018-04
683,48.658853,7.840703,2018-04-19,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,16,19,2018-04
684,48.414,7.215641,2018-04-19,Homme,1,Prairie,Lieu de r̩sidence,Bas-Rhin,2018,4,16,19,2018-04
685,48.73788,6.1474876,2018-04-19,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,19,2018-04
686,48.012559,6.596543,2018-04-20,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,16,20,2018-04
687,48.65891,7.840473,2018-04-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,16,21,2018-04
688,48.41398,7.2156587,2018-04-20,Homme,1,Prairie,Lieu de r̩sidence,Bas-Rhin,2018,4,16,20,2018-04
689,48.80702,6.075948,2018-04-20,Femme,120,For̻t,,Meurthe-et-Moselle,2018,4,16,20,2018-04
690,48.10662643,6.20844698,2018-04-20,Homme,1,For̻t,Activit̩ professionnelle,Vosges,2018,4,16,20,2018-04
691,48.751507,6.051862,2018-04-20,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,16,20,2018-04
692,48.601047,6.070887,2018-04-20,Femme,1,Autre,Activit̩ professionnelle,Meurthe-et-Moselle,2018,4,16,20,2018-04
693,48.635544,6.040973,2018-04-20,Femme,1,For̻t,Sortie scolaire,Meurthe-et-Moselle,2018,4,16,20,2018-04
694,48.80056,7.66913,2018-04-21,Femme,2,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,16,21,2018-04
695,48.688934,4.9467654,2018-04-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haute-Marne,2018,4,16,21,2018-04
696,48.825703,7.6973324,2018-04-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,16,21,2018-04
697,48.37008628,4.02908778,2018-04-21,Homme,1,Jardin priv̩,Lieu de r̩sidence,Aube,2018,4,16,21,2018-04
698,48.69196,4.9487205,2018-04-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Marne,2018,4,16,21,2018-04
699,48.69152,4.9495544,2018-04-21,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Marne,2018,4,16,21,2018-04
700,48.82314,7.698391,2018-04-21,Homme,3,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,16,21,2018-04
701,48.737896,6.1475787,2018-04-21,Homme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,21,2018-04
702,49.21602,5.4386487,2018-04-21,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,4,16,21,2018-04
703,48.727154,6.197321,2018-04-21,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,16,21,2018-04
704,48.081505,7.523712,2018-04-21,Homme,4,For̻t,Lieu de r̩sidence,Haut-Rhin,2018,4,16,21,2018-04
705,48.0233045,6.65417111,2018-04-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,16,21,2018-04
706,49.236389,6.074526,2018-04-22,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,16,22,2018-04
707,48.73794,6.14765,2018-04-22,Homme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,22,2018-04
708,49.877823,4.7360854,2018-04-22,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Ardennes,2018,4,16,22,2018-04
709,48.626553,6.070978,2018-04-22,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,16,22,2018-04
710,49.506483,5.857992,2018-04-22,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,16,22,2018-04
711,48.737858,6.1477337,2018-04-22,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,16,22,2018-04
712,47.988457,6.872021,2018-04-22,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,16,22,2018-04
713,48.717464,6.0862083,2018-04-22,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,16,22,2018-04
714,49.877808,4.736116,2018-04-23,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Ardennes,2018,4,17,23,2018-04
715,48.31014,6.183425,2018-04-23,Homme,1,For̻t,Activit̩ professionnelle,Vosges,2018,4,17,23,2018-04
716,49.178771,6.106494,2018-04-23,Homme,0,,Lieu de r̩sidence,Moselle,2018,4,17,23,2018-04
717,48.807073,7.790615,2018-04-23,Femme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2018,4,17,23,2018-04
718,48.557942,7.304515,2018-04-23,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,17,23,2018-04
719,48.769462,7.362595,2018-04-23,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,17,23,2018-04
720,48.755949,6.087538,2018-04-23,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,23,2018-04
721,49.107566,6.159613,2018-04-23,Femme,1,Jardin priv̩,Randonn̩e; promenade; pique-nique,Moselle,2018,4,17,23,2018-04
722,48.485157,4.767025,2018-04-23,Homme,1,Jardin priv̩,Lieu de r̩sidence,Haute-Marne,2018,4,17,23,2018-04
723,49.336037,6.383131,2018-04-23,Homme,3,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,17,23,2018-04
724,49.027041,6.094383,2018-04-24,Femme,1,Autre,Randonn̩e; promenade; pique-nique,Moselle,2018,4,17,24,2018-04
725,48.82099,5.9837008,2018-04-24,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,24,2018-04
726,48.239185,4.595946,2018-04-24,Homme,1,For̻t,Activit̩ professionnelle,Aube,2018,4,17,24,2018-04
727,48.68577,5.8352213,2018-04-24,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,17,24,2018-04
728,49.1221,7.1307774,2018-04-24,Homme,2,For̻t,Lieu de r̩sidence,Moselle,2018,4,17,24,2018-04
729,49.122253,7.130977,2018-04-24,Homme,2,For̻t,Lieu de r̩sidence,Moselle,2018,4,17,24,2018-04
730,48.239872,4.459647,2018-04-24,Homme,1,For̻t,Activit̩ professionnelle,Aube,2018,4,17,24,2018-04
731,48.245037,4.457833,2018-04-24,Homme,1,For̻t,Activit̩ professionnelle,Aube,2018,4,17,24,2018-04
732,49.34951,6.3812613,2018-04-24,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,17,24,2018-04
733,48.628412,5.615914,2018-04-24,Femme,0,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,4,17,24,2018-04
734,48.980832,5.704444,2018-04-24,Homme,4,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,4,17,24,2018-04
735,48.068047,4.427985,2018-04-24,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Aube,2018,4,17,24,2018-04
736,48.737865,6.1477537,2018-04-25,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,25,2018-04
737,48.65311,6.147683,2018-04-24,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,17,24,2018-04
738,48.53422,5.3110967,2018-04-24,Homme,1,For̻t,Activit̩ professionnelle,Meuse,2018,4,17,24,2018-04
739,48.73795,6.147523,2018-04-25,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,25,2018-04
740,48.714283,6.2228956,2018-04-25,Femme,1,Prairie,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,25,2018-04
741,48.38486981,5.80856884,2018-04-25,Femme,1,,Lieu de r̩sidence,Vosges,2018,4,17,25,2018-04
742,49.212132,6.088966,2018-04-25,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,17,25,2018-04
743,48.820988,8.004609,2018-04-25,Femme,1,Autre,Lieu de r̩sidence,Bas-Rhin,2018,4,17,25,2018-04
744,48.191563,3.986677,2018-04-26,Femme,1,Jardin priv̩,Lieu de r̩sidence,Aube,2018,4,17,26,2018-04
745,48.626686,6.113236,2018-04-26,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,26,2018-04
746,48.6090553,4.40801954,2018-04-26,Homme,1,Jardin priv̩,Lieu de r̩sidence,Marne,2018,4,17,26,2018-04
747,47.729993,7.356893,2018-04-26,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,17,26,2018-04
748,48.655406,7.28106,2018-04-27,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,4,17,27,2018-04
749,48.73789,6.1476164,2018-04-27,Femme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,4,17,27,2018-04
750,48.78037074,5.16206896,2018-04-27,Femme,1,Jardin priv̩,Lieu de r̩sidence,Meuse,2018,4,17,27,2018-04
751,48.050429,6.806685,2018-04-27,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,17,27,2018-04
752,48.097843,7.22698,2018-04-28,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,17,28,2018-04
753,48.099456,7.232789,2018-04-28,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,17,28,2018-04
754,48.099332,7.231729,2018-04-28,Homme,3,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,17,28,2018-04
755,48.22778,7.30612,2018-04-28,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,17,28,2018-04
756,48.687528,7.893199,2018-04-28,Homme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2018,4,17,28,2018-04
757,48.346756,7.6269937,2018-04-28,Homme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2018,4,17,28,2018-04
758,49.424843,5.9205613,2018-04-28,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,4,17,28,2018-04
759,47.95035,7.101803,2018-04-28,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haut-Rhin,2018,4,17,28,2018-04
760,48.36624,7.5381494,2018-04-29,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,4,17,29,2018-04
761,48.346977,7.6271553,2018-04-29,Femme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2018,4,17,29,2018-04
762,48.671984,7.486603,2018-05-26,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,5,21,26,2018-05
763,48.38695034,5.81244553,2018-04-30,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,18,30,2018-04
764,48.687584,5.676083,2018-04-30,Femme,3,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,4,18,30,2018-04
765,48.346912,7.626945,2018-04-30,Femme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2018,4,18,30,2018-04
766,48.12643,7.249405,2018-04-30,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,4,18,30,2018-04
767,48.22523,6.1134753,2018-04-30,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,4,18,30,2018-04
768,48.491273,7.327867,2018-05-01,Homme,2,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,5,18,1,2018-05
769,48.309235,6.3405776,2018-05-01,Femme,2,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,5,18,1,2018-05
770,48.05217,6.576169,2018-05-01,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,5,18,1,2018-05
771,48.632826,7.132585,2018-05-01,Homme,1,Prairie,Lieu de r̩sidence,Moselle,2018,5,18,1,2018-05
772,48.771241,6.266814,2018-05-01,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,18,1,2018-05
773,48.759533,5.5979495,2018-05-01,Homme,1,Jardin priv̩,Lieu de r̩sidence,Meuse,2018,5,18,1,2018-05
774,48.760102,5.144139,2018-05-01,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,5,18,1,2018-05
775,48.65745,6.0322714,2018-05-01,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,18,1,2018-05
776,48.79696,6.1088314,2018-05-01,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,18,1,2018-05
777,47.88286,7.5414906,2018-05-03,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,5,18,3,2018-05
778,48.606583,5.959081,2018-05-03,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,18,3,2018-05
779,48.6638,6.839586,2018-05-03,Femme,2,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,5,18,3,2018-05
780,48.541206,6.604175,2018-05-03,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,18,3,2018-05
781,48.801647,7.1115894,2018-05-03,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,5,18,3,2018-05
